Product Title,Price,Area,Price per m²,Bedrooms,Toilets,Location
Bán căn hộ 76m2 - 2PN - D' El. Dorado - Tây Hồ - sổ lâu dài - giá 7 tỷ,7 tỷ,76 m²,"92,1 tr/m²",2,2,"Xuân La, Tây Hồ"
"Căn góc siêu đẹp 3PN 145m2 tại tòa P1 Ciputra, full nội thất, giá 9 tỷ BP, LH: 0835 950 ***",9 tỷ,145 m²,"62,07 tr/m²",3,3,"Phú Thượng, Tây Hồ"
Bán căn hộ duplex - 152m2 - 4PN - PentStudio - Tây Hồ - giá 19 tỷ,"18,5 tỷ",152 m²,"121,71 tr/m²",4,3,"Phú Thượng, Tây Hồ"
Bán căn hộ cao cấp 6th Element 87.4m2 - tầng cao hướng mát - nội thất đầy đủ tiện nghi,Giá thỏa thuận,"87,4 m²",N/A,2,2,"Xuân La, Tây Hồ"
Update: Quỹ căn hộ 6th Element 2 phòng ngủ - vị trí đẹp - giá hợp lý - LH 0934 339 ***,Giá thỏa thuận,"82,6 m²",N/A,2,2,"Xuân La, Tây Hồ"
"Bán CHCC 6th Element 2PN - 82.6m2, tầng cao view đẹp, nội thất cơ bản CĐT - LH 0934 339 ***",Giá thỏa thuận,"82,6 m²",N/A,2,2,"Xuân La, Tây Hồ"
BÁN CĂN GÓC 180M2 - 4PN - HERITAGE WESTLAKE - TÂY HỒ - GIÁ HƠN 30 TỶ,"35,5 tỷ",180 m²,"197,22 tr/m²",4,4,"Phú Thượng, Tây Hồ"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
Chính chủ Hàn về nước bán cắt lỗ căn hộ 58m2 Soho Heritage West Lake - Lạc Long Quân,"5,2 tỷ",58 m²,"89,66 tr/m²",1,1,"Phú Thượng, Tây Hồ"
"Bán căn hộ chung cư Soho Heritage Westlake, Lạc Long Quân, Tây Hồ","3,7 tỷ",45 m²,"82,22 tr/m²",N/A,N/A,"Phú Thượng, Tây Hồ"
BÁN CĂN HỘ SÂN VƯỜN - TRỤC 06 - SUNSHINE GOLDEN RIVER - 161m2 - 3PN - GÓC - GIÁ 16 TỶ,16 tỷ,161 m²,"99,38 tr/m²",3,2,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
"Chính chủ gửi bán căn hộ 2PN chung cư Ecolife Tây Hồ, tầng trung, full nội thất, giá 6,2 tỷ","6,2 tỷ",88 m²,"70,46 tr/m²",2,2,"Xuân La, Tây Hồ"
"Bán căn hộ studio, 30m2 tại Masteri Lakeside, 2,2 tỷ, Trâu Quỳ, Gia Lâm, Hà Nội","2,2 tỷ",30 m²,"73,33 tr/m²",1,1,"Gia Lâm, Hà Nội"
Chung cư A1 Xuân La - đại học Nội Vụ ô tô đỗ cửa,950 triệu,45 m²,"21,11 tr/m²",2,1,"Xuân La, Tây Hồ"
"Bán CH Heritage West Lake, 35,5 tỷ, 180m2, Chính chủ uy tín tại Lạc Long Quân, Tây Hồ, Hà Nội","35,5 tỷ",180 m²,"197,22 tr/m²",4,4,"Phú Thượng, Tây Hồ"
Chính chủ bán căn 2PN 6th Element. LH: 0355 161 ***,"7,9 tỷ",87 m²,"90,8 tr/m²",2,2,"Xuân La, Tây Hồ"
"CHÍNH CHỦ GỬI BÁN CĂN GÓC 3 PHÒNG NGỦ, TẦNG ĐẸP FULL NỘI THẤT VIEW HỒ STALAKE GIÁ NHỈNH 11 TỶ","11,2 tỷ",109 m²,"102,75 tr/m²",3,2,"Xuân La, Tây Hồ"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
Udic Westlake bán căn 2PN 84.3m2/ Full nội thất/ Có slot ô tô/ Giá 6.550 tỷ. LH: 0986 558 ***,"6,55 tỷ","84,3 m²","77,7 tr/m²",2,2,"Phú Thượng, Tây Hồ"
"Bán Chung cư Sân vườn Sunshine Golden River, 12 tỷ, 141m2, ở Phú Thượng, Tây Hồ, Hà Nội",12 tỷ,141 m²,"85,11 tr/m²",N/A,N/A,"Phú Thượng, Tây Hồ"
HDI Tây Hồ bán căn góc 3PN 107m2. Full nội thất. View Hồ Tây/ giá 11.5 tỷ Bao phí LH: 0986 558 ***,"11,5 tỷ",107 m²,"107,48 tr/m²",3,2,"Xuân La, Tây Hồ"
"Bán gấp CH duplex 2 tầng tại Sun Grand City 69B Thụy Khuê, 170m2, 2PN full nội thất vào ở được luôn",Giá thỏa thuận,170 m²,N/A,2,2,"Thụy Khuê, Tây Hồ"
(Hàng Hot) bán căn 83m2/2PN tại 6th Element Tây Hồ view ĐẸP sẵn sổ đỏ FULL ĐỒ LH 0946 827 ***,"8,1 tỷ",83 m²,"97,59 tr/m²",2,2,"Xuân La, Tây Hồ"
Bán căn chung cư 161m2/ 3 ngủ nội thất cao cấp tại dự án Sunshine Golden River LH: 0922 969 ***,Giá thỏa thuận,161 m²,N/A,3,2,"Phú Thượng, Tây Hồ"
Chính chủ bán nhanh căn Studio 35m2 - E2 Dorado - Tây Hồ - full đồ - giá chỉ 3 tỷ. LH: 0974 104 ***,3 tỷ,35 m²,"85,71 tr/m²",1,N/A,"Phú Thượng, Tây Hồ"
"Bán căn góc 182m2 tòa P2 Ciputra, view sân golf, căn góc",Giá thỏa thuận,182 m²,N/A,4,3,"Phú Thượng, Tây Hồ"
"Chính chủ cần bán căn hộ 903 KĐT Starlake 100m2, 2PN, Full đồ - Giá chỉ 13,5 tỷ. LH: 0974 104 ***","13,5 tỷ",100 m²,135 tr/m²,2,2,"Xuân La, Tây Hồ"
"Bán gấp căn hộ chung cư tại Sun Grand City 2PN, 100m2 full nội thất giá chỉ 11 tỷ. LH 0915 629 ***",11 tỷ,100 m²,110 tr/m²,2,2,"Thụy Khuê, Tây Hồ"
"Chung cư cao cấp Học Viện Quốc Phòng, Tây Hồ 106 m2, 3 phòng ngủ, 2VS, slot 2 ô tô vĩnh viễn",Giá thỏa thuận,106 m²,N/A,3,2,"Xuân La, Tây Hồ"
"Chính chủ gửi em bán căn chung cư thang máy riêng 145m2/3 phòng ngủ, đủ đồ tòa P Ciputra Hà Nội","11,5 tỷ",145 m²,"79,31 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Bán căn chung cư 153m2/4PN đủ đồ, sổ đỏ chính chủ tại tòa E Ciputra Hà Nội",Giá thỏa thuận,153 m²,N/A,4,2,"Phú Thượng, Tây Hồ"
Chính thức nhận booking Noble Crystal Tây Hồ ưu đãi ngay 500 triệu - đăng ký đặt mua LH: 0922 969 ***,Giá thỏa thuận,120 m²,N/A,2,2,"Phú Thượng, Tây Hồ"
"Chính chủ gửi bán gấp căn 50m2, dự án Phú Thanh, tầng thấp, giá tốt, tiềm năng tăng giá","3,6 tỷ",50 m²,72 tr/m²,2,1,"Xuân La, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
"Siêu căn hộ 236m2 tầng cao, hướng Đông Nam, view trực diện Hồ Tây và vườn hoa Lạc Long Quân cần bán","47,2 tỷ",236 m²,200 tr/m²,4,3,"Phú Thượng, Tây Hồ"
"Quỹ căn 3 - 4 PN hiếm, vị trí tầng đẹp nhất tòa nhà. Sẵn sổ. Giá tốt, chỉ từ 12 tỷ",Giá thỏa thuận,144 m²,N/A,3,3,"Thanh Xuân, Hà Nội"
"D'. El Dorado 1, bán căn 3PN + 1, tầng đẹp, view trọn Hồ Tây. Hàng siêu hiếm",26 tỷ,"146,7 m²","177,23 tr/m²",3,3,"Phú Thượng, Tây Hồ"
"Bán căn Penthouse tại Sunshine Golden River, 52 tỷ, 494m2, bể bơi, view sông Hồng và công viên 25ha",52 tỷ,494 m²,"105,26 tr/m²",4,4,"Phú Thượng, Tây Hồ"
"Em là cư dân Ecolife Tây Hồ cần bán căn 87,8m2 gồm 2PN 2WC giá đang tốt nhất thị trường","6,5 tỷ","87,8 m²","74,03 tr/m²",2,2,"Xuân La, Tây Hồ"
"Bán chung cư CT mặt phố Võ Chí Công, view nội khu đô thị Ciputra, DT 67m2, giá chào 5,1 tỷ","5,1 tỷ",67 m²,"76,12 tr/m²",2,2,"Xuân La, Tây Hồ"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
Bán gấp - chung cư Ngã Tư Sở - Thanh Xuân - Nguyễn Trãi - cạnh Royal CiTy - ô tô tránh nhau,Giá thỏa thuận,58 m²,N/A,2,1,"Bưởi, Tây Hồ"
"Bán gấp căn CCMN 2 ngủ phố An Dương Vương, P. Phú Thượng, Tây Hồ 42m2 giá 1.42 tỷ","1,42 tỷ",42 m²,"33,81 tr/m²",2,1,"Phú Thượng, Tây Hồ"
"18 tỷ căn 146m2/ 3PN, Đông Nam, full nội thất, đã có sổ, nhận nhà ở ngay",18 tỷ,146 m²,"123,29 tr/m²",3,2,"Quảng An, Tây Hồ"
"18 tỷ Penthouse 152m2 / 4PN view Hồ Tây tại D'. EL Dorado - Nguyễn Hoàng Tôn, nhận nhà ở ngay",18 tỷ,152 m²,"118,42 tr/m²",4,3,"Phú Thượng, Tây Hồ"
Mở bán - Chung cư giá rẻ H1 An Dương Vương - Phú Thượng - Tây Hồ - Full nội thất,800 triệu,35 m²,"22,86 tr/m²",2,1,"Phú Thượng, Tây Hồ"
Bán căn hộ penthouse Packexim 1 - Tây Hồ view cầu Nhật Tân sông Hồng lô góc mặt tiền thoáng sáng,19 tỷ,238 m²,"79,83 tr/m²",N/A,N/A,"Phú Thượng, Tây Hồ"
"Bán nhanh 5 căn 3PN2WC 6th Element hộ khẩu Tây Hồ, cạnh Starlake, view Starlake + Hồ Tây, tầng 20",Giá thỏa thuận,109 m²,N/A,3,2,"Xuân La, Tây Hồ"
"Căn hộ Ciputra bán mới nhất toà G2G3, E1, E4E5, P1P2, L1L2, The Link345. LH 0973 148 ***","7,4 tỷ",119 m²,"62,18 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"0936 461 *** tôi cần bán căn hộ 92.9m2, 2PN Heritage West Lake - Hồ Tây",Giá thỏa thuận,"92,9 m²",N/A,2,2,"Phú Thượng, Tây Hồ"
Chính chủ bán căn 2PN view Hồ Tây đẳng cấp tại HDI Tây Hồ Residence,"7,5 tỷ",77 m²,"97,4 tr/m²",2,2,"Xuân La, Tây Hồ"
"Chính chủ cần bán gấp căn góc 2PN/84.3m2/6,5 tỷ, hướng view Cầu Nhật Tân - Hồ Tây, sẵn GD","6,5 tỷ","84,3 m²","77,11 tr/m²",2,2,"Phú Thượng, Tây Hồ"
"Siêu phẩm duy nhất căn góc HDI Tây Hồ (trục M07 rẻ đẹp nhất giá chỉ 11.5 tỷ), đã có sổ, view Hồ Tây","11,5 tỷ","107,2 m²","107,28 tr/m²",3,2,"Xuân La, Tây Hồ"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Bán nhanh căn góc tầng cao 136m2 view bao trọn hồ Tây quá đẹp, trục hiếm nhà bán - LH 0941 238 ***","19,7 tỷ",136 m²,"144,85 tr/m²",3,2,"Quảng An, Tây Hồ"
"Chỉ 11,5 tỷ sở hữu căn 103,5m2 3 ngủ view nội khu yên tĩnh sạch sẽ, rẻ nhất dự án - LH 0941 238 ***","11,5 tỷ","103,5 m²","111,11 tr/m²",3,3,"Quảng An, Tây Hồ"
"Bán CH view Hồ tây đẹp xuất sắc tại D'. El Dorado, 4,6 tỷ, 40m2, 1 ngủ, sẵn khách thuê 13tr/tháng","4,6 tỷ",40 m²,115 tr/m²,1,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
Quỹ ngoại giao chuyển nhượng mới nhất tại Riverside Tây Hồ: Nhỉnh 5 tỷ/căn 2 ngủ - 7 tỷ/căn 3 ngủ,"7,04 tỷ",99 m²,"71,11 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Quỹ căn 3 - 4 PN hiếm, vị trí tầng đẹp nhất tòa nhà. Sẵn sổ. Giá tốt, chỉ từ 12 tỷ",Giá thỏa thuận,144 m²,N/A,3,3,"Thanh Xuân, Hà Nội"
"Bán gấp căn hộ chung cư cao cấp Sun Grand City 69B Thụy Khuê, 155m2, 3PN, căn góc",Giá thỏa thuận,155 m²,N/A,3,2,"Thụy Khuê, Tây Hồ"
"Bán căn hộ chung cư Udic Westlake, 6 tỷ VND, 85 m2, 2PN + 2WC, hướng Đông Nam",6 tỷ,85 m²,"70,59 tr/m²",2,2,"Phú Thượng, Tây Hồ"
"Bán căn 2PN 76,6m2 HDI Tây Hồ view trực diện Hồ Tây - Full đồ nhà đẹp, ban công Đông Nam",Giá thỏa thuận,"76,6 m²",N/A,2,2,"Xuân La, Tây Hồ"
"Bán căn 2PN đẹp nhất HDI Võ Chí Công - tầng cao view trọn Hồ Tây. DT 76,6m2 full đồ. Có sổ",Giá thỏa thuận,"76,6 m²",N/A,2,2,"Xuân La, Tây Hồ"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
"Bán căn 3PN view Sân golf Ciputra Sunshine Golden River, DT 145m2 nhà mới tinh. Giá 12 tỷ hơn",Giá thỏa thuận,145 m²,N/A,3,2,"Phú Thượng, Tây Hồ"
"Chính chủ giảm 500 triệu để bán gấp căn hộ 2PN 110m2 giá 11,9 tỷ toà 903 Starlake LH 0888 486 ***","11,9 tỷ",91 m²,"130,77 tr/m²",2,2,"Xuân La, Tây Hồ"
"Nhà em cần bán lại căn hộ 3PN cao cấp tầng 19 ,Diện tích 115m2 toà L2 Ciputra .LH:0888 486 ***.","9,5 tỷ",115 m²,"82,61 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Bán căn hộ 03 ngủ 145m2 Heritage Westlake view Hồ Tây, full liền tường nhập khẩu. LH: 0985 038 ***",23 tỷ,145 m²,"158,62 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Bán căn hộ duplex Udic Westlake Tây Hồ. Nội thất cơ bản. Sẵn sổ, có slot ô tô. Giá 61tr/m2","15,2 tỷ",250 m²,"60,8 tr/m²",4,3,"Phú Thượng, Tây Hồ"
Chính chủ bán căn góc 3PN tòa R1 hướng mát. Full nội thất đẹp. Sẵn sổ lâu dài. Giá 7.5 tỷ,"7,5 tỷ",95 m²,"78,95 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Bán căn hộ 2PN 2VS 83m2 tầng trung view sông Hồng, cầu Nhật Tân. Sẵn sổ giá 6.x tỷ. LH 0966 836 ***",Giá thỏa thuận,83 m²,N/A,2,2,"Phú Thượng, Tây Hồ"
"Bán gấp căn hộ chung cư CT36 Xuân La, 72m2, 2PN, 2WC, tầng cao, view Hồ Tây, 5.5 tỷ. LH: 0963 668 ***","5,5 tỷ",72 m²,"76,39 tr/m²",2,2,"Xuân La, Tây Hồ"
Sunshine Riverside-bán căn 2PN VS DT 83m2 view Sông Hồng Cầu Nhật Tân - full đồ - giá tốt,"6,45 tỷ",83 m²,"77,71 tr/m²",2,2,"Phú Thượng, Tây Hồ"
"Sunshine riverside căn 2 phòng ngủ Đông Nam giá nhỉnh 6 tỷ/82.61m2 full đồ nội thất, view sông Hồng",Giá thỏa thuận,"82,61 m²",N/A,2,2,"Phú Thượng, Tây Hồ"
"Bán căn hộ sân vườn Golden River Tây Hồ - Rẻ hơn giá gốc CĐT 123m2 đến 494m2 view sông Hồng, hồ Tây","11,32 tỷ","141,5 m²",80 tr/m²,3,2,"Phú Thượng, Tây Hồ"
Chính chủ cần bán gấp căn hộ 94m2 giá 13 tỷ. LH: 0988 799 ***,13 tỷ,94 m²,"138,3 tr/m²",2,N/A,"Phú Thượng, Tây Hồ"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
Chính chủ Hongkong cần thanh khoản gấp căn hộ 234m2 view 4 mặt Hồ Tây 26 tỷ LH 0988 799 ***,26 tỷ,234 m²,"111,11 tr/m²",N/A,N/A,"Quảng An, Tây Hồ"
"HoT.. duy nhất 1 căn 2PN chung cư D'. El Dorado tây hồ đang cần bán nhanh giá chỉ 4,3 tỷ","4,3 tỷ",55 m²,"78,18 tr/m²",2,1,"Xuân La, Tây Hồ"
"Sunshine Riverside căn 82m2/ 2pn, 2wc sẵn sổ, full đồ, view Sông Hồng, cầu Nhật Tân giá nhỉnh 6 tỷ",Giá thỏa thuận,82 m²,N/A,2,2,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
Chính chủ bán gấp căn hộ chung cư Starlake Tây Hồ DT. 100m 110m 155m 231m2 duplex penhouse,13 tỷ,115 m²,"113,04 tr/m²",3,2,"Xuân La, Tây Hồ"
"Quỹ căn 3 - 4 PN hiếm, vị trí tầng đẹp nhất tòa nhà. Sẵn sổ. Giá tốt, chỉ từ 12 tỷ",Giá thỏa thuận,144 m²,N/A,3,3,"Thanh Xuân, Hà Nội"
"Chính chủ bán căn hộ chung cư tầng 11 tòa 249A Thụy Khuê Tây Hồ sổ 146m2 3 ngủ 2 ban công 11,6 tỷ","11,6 tỷ",146 m²,"79,45 tr/m²",3,N/A,"Thụy Khuê, Tây Hồ"
Chính chủ cần bán căn hộ 3PN Udic Westlake,"7,7 tỷ",118 m²,"65,25 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Bán căn hộ 146m2 duy nhất giá siêu rẻ full nội thất mới chỉ 15,5tỷ sang tên nhanh chóng 0914 772 ***","15,5 tỷ",146 m²,"106,16 tr/m²",3,2,"Quảng An, Tây Hồ"
Sang tên đổi chủ nhanh căn 3 ngủ 111m2 full nội thất view Hồ Tây tầng cao siêu đẹp,Giá thỏa thuận,111 m²,N/A,3,3,"Quảng An, Tây Hồ"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
Bán căn hộ 123m2 Ciputra 3 ngủ tòa E1 tầng cao - 0974 606 ***,8 tỷ,123 m²,"65,04 tr/m²",3,2,"Phú Thượng, Tây Hồ"
Em có quỹ căn 01-02 Phòng ngủ cần chuyển nhượng tại dự án PentStudio -699 Lạc Long Quân Tây Hồ,"5,7 tỷ",76 m²,75 tr/m²,1,2,"Phú Thượng, Tây Hồ"
"Bán căBán căn hộ chung cư 2PN, 2WC tại Khu tái định cư Xuân La, 4 tỷ VND, 71m2 chỉ với giá cực chất",4 tỷ,71 m²,"56,34 tr/m²",2,2,"Xuân La, Tây Hồ"
Chính Chủ Cần Bán Nhanh Căn 3PN diện tích 109m2 tầng siêu đẹp chung cư 6TH ELEMENT,Giá thỏa thuận,109 m²,N/A,3,2,"Xuân La, Tây Hồ"
"Cần bán căn hộ Ciputra giá tốt nhất tháng 02/2025, liên hệ Ms Thư: 0989 589 ***","7,5 tỷ",121 m²,"61,98 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Chính chủ bán lại căn hộ 128m2, 3 phòng ngủ full view hồ tòa 903B Starlake. Tây Hồ LH: 0888 486 ***.",Giá thỏa thuận,128 m²,N/A,3,2,"Xuân La, Tây Hồ"
"Chính chủ cần bán gấp căn hộ chung cư Tây Hồ River View, 425 An Dương Vương, Phường Phú Thượng","6,35 tỷ",99 m²,"64,14 tr/m²",3,N/A,"Phú Thượng, Tây Hồ"
"Bán Sunshine Riverside Căn góc 3 ngủ/100m2 - 2 ban công thoáng, hướng Nam giá hơn 7 tỷ 0966 286 ***","7,6 tỷ",100 m²,76 tr/m²,3,2,"Phú Thượng, Tây Hồ"
Chính chủ cần bán căn 2 ngủ tòa CT13 mặt đường Võ Chí Công giá nhỉnh 4 tỷ. 0979 343 ***,"4,2 tỷ",61 m²,"68,85 tr/m²",2,1,"Phú Thượng, Tây Hồ"
BÁN CĂN HỘ 1PN + 1 KHÁCH - 30M2 - D' EL. DORADO 1 - TÂY HỒ - CẠNH 2 CON RỒNG - GIÁ HƠN 3 TỶ,"3,2 tỷ",30 m²,"106,67 tr/m²",1,1,"Phú Thượng, Tây Hồ"
Chính chủ bán nhanh căn hộ 2PN 82m2 83m2 và 87m2 tại 6th Element giá cực kỳ tốt LH 0923 363 ***,Giá thỏa thuận,82 m²,N/A,2,2,"Xuân La, Tây Hồ"
"(Hiếm)cần tiền bán căn 59.8m2, 2PN toà 6th Element Tây Hồ Tây, sẵn sổ và full đồ đẹp. LH 0888 989 ***",6 tỷ,"59,8 m²","100,33 tr/m²",2,2,"Xuân La, Tây Hồ"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
BÁN CĂN HỘ 39M2 - 1PN + 1PK - D' EL. DORADO - TÂY HỒ - GIÁ HƠN 4 TỶ,"4,8 tỷ",39 m²,"123,08 tr/m²",1,1,"Phú Thượng, Tây Hồ"
"Chính chủ cần bán chung cư ngõ 28 Xuân La. 101m2. 3 ngủ. Full nội thất. Giá 5.9 tỷ. LH
0988 932 ***","5,9 tỷ",101 m²,"58,42 tr/m²",3,3,"Xuân La, Tây Hồ"
"Bán gấp căn hộ 2PN, 82m2 tại Sunshine Riverside Tây Hồ view cầu Nhật Tân, sông Hồng. LH 0966 998 ***",Giá thỏa thuận,82 m²,N/A,2,2,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Quảng An, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
N/A,N/A,N/A,N/A,N/A,N/A,"Phú Thượng, Tây Hồ"
"Siêu hot bán CC 2PN, 1WC tại D. El Dorado, 6,2 tỷ, 65m2. Nhận nhà ngay đón tết. Giá tốt nhất TT","6,2 tỷ",65 m²,"95,38 tr/m²",2,1,"Phú Thượng, Tây Hồ"
"Quỹ căn 3 - 4 PN hiếm, vị trí tầng đẹp nhất tòa nhà. Sẵn sổ. Giá tốt, chỉ từ 12 tỷ",Giá thỏa thuận,144 m²,N/A,3,3,"Thanh Xuân, Hà Nội"
"Em cần bán nhanh căn hộ 76m2, 1PN tại PentStudio Tây Hồ, full đồ - giá nhỉnh 6 tỷ. LH: 0974 104 ***",Giá thỏa thuận,76 m²,N/A,1,2,"Phú Thượng, Tây Hồ"
"Căn góc siêu đẹp 3PN 145m2 tại tòa P1 Ciputra, full nội thất, giá 9 tỷ BP, LH: 0835 950 ***",9 tỷ,145 m²,"62,07 tr/m²",3,3,"Phú Thượng, Tây Hồ"
"Gia đình mình bán căn góc tại 6th Element - Tây Hồ, 109m2, 3PN, giá 12.2 tỷ BP, 0835 950 ***","12,2 tỷ",109 m²,"111,93 tr/m²",3,2,"Xuân La, Tây Hồ"
"Bán căn hộ chung cư Sunshine Golden River, 12 tỷ, 141m2, chính chủ Hot! Rẻ nhất dự án",12 tỷ,141 m²,"85,11 tr/m²",3,2,"Phú Thượng, Tây Hồ"
"Tổng kho chuyển nhượng ICON40 Hạ Long đủ mã căn, chỉ từ 1.2 tỷ/ căn tầng cao 33m2, liên hệ em Lam","1,2 tỷ",33 m²,"36,36 tr/m²",1,1,"Hạ Long, Quảng Ninh"
Bán căn Duplex 250m2 view công viên 25ha Ciputra/ Đã có sổ/ Nguyên bản CĐT/ Giá: 14.5 tỷ (58tr/m2),"14,5 tỷ",250 m²,58 tr/m²,4,3,"Phú Thượng, Tây Hồ"
